Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.2681103655036,16.9692565563587,16.3986459950997,15.7558761009156,15.7864494009173,15.8720795379851,15.7386474030825,15.475516485656,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,67.8,..,..,..,66.9,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.4450545807949,21.5046766110772,19.9862800968984,21.0969545582786,20.0692825992002,19.2698631393026,21.2253185048263,21.8697129487245,24.1697272878614,23.9838535266898
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.926,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,65554890649.5348,57550426822.6138,54465480054.6771,63202728079.4529,46892808567.8516,42969505135.1666,48198614234.959,61324623202.6662,39101199005.419,19638894546.1265
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1302557.8,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1397907916789.9,1546508558465.66,1576335282651.07,1467504819608.92,1350534154255.76,1206685107002.47,1326882872011.46,1428529571351.06,1391952510370.48,1327836171068.51
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.46974629381731,3.91736246328504,2.60021188065653,2.56293152083389,2.17220475337416,2.74164306864724,2.29592694694063,2.87097248021668,2.11314942462376,-0.00383655856659004
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,50380,60260,66050,65180,60490,54090,51480,53070,54910,53690
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,40320,41530,44760,45660,45310,46140,47090,48600,50090,52240
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1125573695720.27,1369868613394.82,1527654488982.81,1530045767201.32,1440558868614.77,1308400113510.57,1266616319836.39,1325914770574.33,1392852404069.98,1379109792024.02
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,900719498733.333,944215204708.739,1035326644659.78,1071830492347.96,1079078992814.64,1116256457925.91,1158384166253.26,1214142653408.62,1270627091643.14,1341876157064.03
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.4726376650507,27.7300900651018,27.8843362703992,26.7355539666186,26.2831542742238,25.4134534644674,24.1007574543259,24.5555214314473,23.2871996497841,22.2689470161031
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.9435495704493,17.2803113758654,18.0024573275707,18.9827747855832,19.6853143760625,20.609814591893,17.8069848057344,18.1769209387891,21.3110316162945,21.4872215684872
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,94,95,95,95,95,95,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.4123991993782,21.6727652413249,21.289801061405,21.3759568810043,21.5563387787263,21.5478988311826,20.714437559185,21.5125131175846,21.6753124505454,20.0556726199551
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,7.4,..,..,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.5319508173366,26.3911817810861,25.1982812371864,25.5798212508437,23.6953758824352,22.3275125713017,23.4671582218979,24.1399368185503,25.3279677406758,25.4620958711998
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.20678072165643,1.78912996440673,-0.152591540025981,1.44182452992179,-0.61654239981722,-0.597558624754228,3.74509003702453,1.83015529797454,3.41878591584748,1.78365535795395
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,36.8718135013943,33.4699085347152,31.4096249350778,32.5264349133247,29.3354298927986,32.2184302883919,34.6610096264794,34.474890116151,35.3869112868585,34.769876740779
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.7570782279711,1.671015795455,1.63972058115549,1.77223385667728,1.95102786259565,2.08368922475255,1.99757726645313,1.89062224595723,1.87974326651011,2.06304277734412
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,105.5506209,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255,109.2520084,107.6632349
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.5,4.3,4.1,4,3.9,3.8,3.8,3.7,3.7,3.7
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,200.2885825,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,194.4375285
Australia,AUS,Net migration,SM.POP.NETM,..,989375,..,..,..,..,791229,..,..,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2449287569.05191,2405316866.64118,2442450025.17865,2329656676.96023,2174651380.40477,2056844753.41069,2001928453.24729,1861417361.33186,1752198311.23879,1190622992.45147
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,3.29767018286484,3.33944022506442
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.25869817155796
Australia,AUS,"Population, total",SP.POP.TOTL,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,0.5,..,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.7182068103629,23.4493973879254,24.4660757822883,24.3752318503046,24.5231815781967,24.8656608016678,24.8181961832851,25.8222975605362,26.079061651564,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.689682006836,105.984451293945,105.993850708008,105.457092285156,101.599906921387,100.744407653809,100.338981628418,100.160591125488,99.7271499633789,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,157.167663574219,153.013198852539,150.311477661133,132.772888183594,140.646041870117,..
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,20.3319984935447,21.1122253307766,21.9560103979683,21.908563557167,21.8842698435874,22.2743077338841,22.0857675207496,23.1851068886446,23.411028923641,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,..,..
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.52795741614347,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.80566369778429,1.66174925937128,1.65178048674511,1.39445750643396
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.4728,64.053,63.0646,62.0762,61.0878,60.0994,59.111,57.8858,56.6606,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89135358685971,4.60059169575972,4.42039930378329,4.40176323545758,5.90556934538527
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,1.23406641936054,..,..,..,..,1.16021904257198,..,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99,99,99.1,99.1,99.1,99.1,99.1,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.11184451477929,2.26687811082304,2.40185952057599,2.49936201612059,2.34736573083425,2.14349752363003,2.16442150357383,2.04187419904738,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,80.2,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2430.80330981809,2501.47410302509,2568.82969521703,2619.96049944708,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1367.18804920798,1413.73338546845,1461.07677362945,1495.5411407278,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.5825126782808,11.8775390673678,11.7422306432624,11.0119428207843,12.9001914177405,12.4666790443888,12.5189678685484,14.6349994952986,14.1053621286953,16.870854838818
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,404046105342.1,440515187632.7,483765362833.9,556919631071.7,543397356309.8,543257228545.3,543000326110.9,557742529191.2,568645874141.1,549234311520.2
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.781,1.771,1.764,1.758,1.753,1.747,1.739,1.73,1.719,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,102427228231.42,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,37786286307.45
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5100415.2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2616156606666.62,2465228293894.01,2472819362216.69,2456043766028.73,1802211999538.68,1795693265810.23,2063514688761.98,1916933708381.89,1877824273720.78,1444733258971.65
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.97442307944702,1.92117598509462,3.0048226702888,0.503955740273241,-3.54576339347278,-3.2759169063211,1.32286905390815,1.78366676137003,1.41115298506995,-4.05904827267271
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,11080,12310,12790,12120,10190,8920,8700,9170,9270,7850
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14650,14670,15370,15430,14470,13950,14250,14600,14980,14550
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2188955777059.35,2453809846828.16,2571101638560.99,2457007472610.68,2084246948516.13,1839991635500.36,1808496325077.86,1920049773473.57,1957242782226.85,1669115455408.21
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2894294561187.88,2923719823244.33,3090347659225.43,3127764536934.53,2958026429301.58,2876740136512.13,2962271099126.89,3058833319252.63,3160689540388.81,3093023815791.07
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.8262711070469,21.4172253653349,21.6937669402108,20.5484107588347,17.4116258632937,14.9695469753696,14.6255875996264,15.0950416332281,15.4030094838876,15.4048651869991
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.1405000119673,11.8872135874824,11.969716858264,12.371055291792,14.485714879319,15.999958477236,14.3117192424547,14.7439122792472,14.0664587505922,11.3500475634143
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,98,97,96,95,91,92,91,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.3518924993294,13.2367345412855,14.0437266803948,13.6734629958056,14.0534345199388,12.067003034456,11.8007665046081,14.2412038821035,14.3505751865419,15.4834410410785
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.3,3.3,3.5,3.6,3.6,3.3,3.2,3.1,3.1,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.1020509635585,22.1336473676777,21.2248099498483,20.4724627454143,19.3600439775462,18.3547582771232,18.1885023093992,18.7490514539899,18.4088426878827,17.6501088166769
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.3185922188201,7.94312694206415,7.50456453204858,7.84670974349484,7.56617501293937,8.10360435702502,3.67138451288938,4.49353433164119,4.28050511900369,4.80539841705125
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.921,74.209,74.483,74.745,74.994,75.23,75.456,75.672,75.881,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.8445905242714,19.3075830412509,19.9201772489532,18.9026354669027,20.542810728969,18.3017337235329,18.1865436695851,22.3183513404402,21.8206253766281,26.036224864633
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.41185115924524,1.37865646470437,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41448561149999,1.49420335261882,1.40798851592398,1.43916822562215
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,118.653296,124.6058852,134.8514284,138.4511833,126.0879559,118.3855945,106.4644877,99.9717023,95.71649455,96.83635
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.9,17.2,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7
Brazil,BRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,136.6428946,129.3069759,125.7597432,121.4837064,107.3474416,109.9276522,116.2341709,114.7659498,114.945085,115.6160679
Brazil,BRA,Net migration,SM.POP.NETM,..,15924,..,..,..,..,106000,..,..,..
